 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   5.11.2022    Time:   9:39:43
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
     239.0000 -0.13804E+01  0.12128E+00 -0.13804E+01  0.12128E+00 -0.27646E-01 -0.82756E+02  0.41119E+02 -0.86845E+02  0.37581E+02 -0.53133E+02 -0.58912E+02 -0.68711E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.41952E+02  0.10973E+03  0.22885E+02   3120  0.00000E+00      0.000
     240.0000  0.22577E+00  0.34416E+00  0.22577E+00  0.34416E+00 -0.48233E-01 -0.82530E+02  0.41463E+02 -0.86621E+02  0.37925E+02 -0.53171E+02 -0.13962E+03 -0.11350E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41389E+02  0.10973E+03  0.23109E+02   3124  0.00000E+00      0.000
     241.0000 -0.16959E+01  0.25022E+00 -0.16959E+01  0.25022E+00 -0.89747E-01 -0.84226E+02  0.41714E+02 -0.88317E+02  0.38176E+02 -0.53241E+02 -0.52627E+02 -0.60618E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42764E+02  0.11159E+03  0.23273E+02   3147  0.00000E+00      0.000
     242.0000 -0.14842E+01  0.87681E-02 -0.14842E+01  0.87681E-02 -0.16511E+00 -0.85710E+02  0.41722E+02 -0.89799E+02  0.38184E+02 -0.53371E+02 -0.48371E+02 -0.50976E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.44050E+02  0.11308E+03  0.23279E+02   3151  0.00000E+00      0.000
     243.0000 -0.25207E+01  0.90438E-01 -0.25207E+01  0.90438E-01 -0.44049E+00 -0.88231E+02  0.41813E+02 -0.92319E+02  0.38275E+02 -0.53660E+02 -0.36611E+02 -0.37963E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.46191E+02  0.11566E+03  0.23338E+02   3173  0.00000E+00      0.000
     244.0000 -0.21569E+01  0.35245E-01 -0.21569E+01  0.35245E-01 -0.12321E+01 -0.90388E+02  0.41848E+02 -0.94475E+02  0.38310E+02 -0.54570E+02 -0.37896E+02 -0.38229E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.47388E+02  0.11784E+03  0.23361E+02   3177  0.00000E+00      0.000
     245.0000 -0.13751E+01  0.68474E-01 -0.13751E+01  0.68474E-01 -0.17112E+01 -0.91763E+02  0.41917E+02 -0.95851E+02  0.38379E+02 -0.56146E+02 -0.45312E+02 -0.44924E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.47119E+02  0.11926E+03  0.23406E+02   3199  0.00000E+00      0.000
     246.0000  0.13078E+00  0.19935E+00  0.13078E+00  0.19935E+00 -0.14202E+01 -0.91632E+02  0.42116E+02 -0.95721E+02  0.38578E+02 -0.57710E+02 -0.84919E+02 -0.73378E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.45257E+02  0.11926E+03  0.23535E+02   3203  0.00000E+00      0.000
     247.0000  0.22669E+00  0.34556E+00  0.22669E+00  0.34556E+00 -0.97596E+00 -0.91405E+02  0.42461E+02 -0.95498E+02  0.38924E+02 -0.58791E+02 -0.12533E+03 -0.10074E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.43678E+02  0.11926E+03  0.23758E+02   3205  0.00000E+00      0.000
     248.0000  0.14818E+00  0.22588E+00  0.14818E+00  0.22588E+00 -0.65273E+00 -0.91257E+02  0.42687E+02 -0.95347E+02  0.39149E+02 -0.59517E+02 -0.15513E+03 -0.12354E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.42518E+02  0.11926E+03  0.23909E+02   3207  0.00000E+00      0.000
     249.0000  0.16040E+00  0.27499E+00  0.15794E+00  0.27499E+00 -0.45046E+00 -0.91097E+02  0.42962E+02 -0.95189E+02  0.39424E+02 -0.59967E+02 -0.19510E+03 -0.14647E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41681E+02  0.11928E+03  0.24087E+02   3208  0.00000E+00      0.000
     250.0000  0.18760E+00  0.28598E+00  0.18705E+00  0.28598E+00 -0.30976E+00 -0.90909E+02  0.43248E+02 -0.95002E+02  0.39710E+02 -0.60277E+02 -0.29811E+03 -0.18477E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40909E+02  0.11928E+03  0.24274E+02   3209  0.00000E+00      0.000
     251.0000  0.23640E+00  0.37561E+00  0.23978E+00  0.36379E+00 -0.21062E+00 -0.90673E+02  0.43624E+02 -0.94762E+02  0.40074E+02 -0.60487E+02 -0.10422E+04 -0.27183E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40176E+02  0.11929E+03  0.24524E+02   3210  0.00000E+00      0.000
     252.0000 -0.22862E+01  0.20391E+00 -0.22862E+01  0.20391E+00 -0.13070E+00 -0.92959E+02  0.43828E+02 -0.97049E+02  0.40278E+02 -0.60653E+02 -0.49619E+02 -0.63588E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42092E+02  0.12171E+03  0.24658E+02   3248  0.00000E+00      0.000
     253.0000  0.38954E-01  0.13560E+00  0.38953E-01  0.13560E+00 -0.92562E-01 -0.92920E+02  0.43963E+02 -0.97009E+02  0.40414E+02 -0.60756E+02 -0.10314E+03 -0.94294E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.41808E+02  0.12176E+03  0.24747E+02   3254  0.00000E+00      0.000
     254.0000 -0.98702E+00  0.50271E-01 -0.98702E+00  0.50271E-01 -0.11336E+00 -0.93907E+02  0.44014E+02 -0.97996E+02  0.40464E+02 -0.60857E+02 -0.62598E+02 -0.68284E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42644E+02  0.12278E+03  0.24780E+02   3276  0.00000E+00      0.000
     255.0000 -0.18910E+00  0.47097E-01 -0.18911E+00  0.47097E-01 -0.16903E+00 -0.94096E+02  0.44061E+02 -0.98185E+02  0.40511E+02 -0.60999E+02 -0.84290E+02 -0.81086E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42644E+02  0.12300E+03  0.24811E+02   3298  0.00000E+00      0.000
     256.0000 -0.36808E+01  0.29229E-01 -0.36808E+01  0.29229E-01 -0.26569E+00 -0.97777E+02  0.44090E+02 -0.10187E+03  0.40540E+02 -0.61212E+02 -0.30716E+02 -0.32353E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.46083E+02  0.12670E+03  0.24830E+02   3323  0.00000E+00      0.000
     257.0000 -0.11476E+01  0.18908E-01 -0.11476E+01  0.18908E-01 -0.10331E+01 -0.98924E+02  0.44109E+02 -0.10301E+03  0.40559E+02 -0.61845E+02 -0.47454E+02 -0.46444E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.46578E+02  0.12786E+03  0.24843E+02   3345  0.00000E+00      0.000
     258.0000  0.19776E+00  0.30147E+00  0.19776E+00  0.30147E+00 -0.12249E+01 -0.98727E+02  0.44410E+02 -0.10282E+03  0.40861E+02 -0.63080E+02 -0.93283E+02 -0.78578E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.44914E+02  0.12786E+03  0.25037E+02   3349  0.00000E+00      0.000
     259.0000  0.97468E-01  0.14858E+00  0.97469E-01  0.14858E+00 -0.89308E+00 -0.98629E+02  0.44559E+02 -0.10272E+03  0.41009E+02 -0.64058E+02 -0.11132E+03 -0.95901E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43614E+02  0.12786E+03  0.25138E+02   3351  0.00000E+00      0.000
     260.0000  0.14014E+00  0.21363E+00  0.14014E+00  0.21363E+00 -0.61604E+00 -0.98489E+02  0.44773E+02 -0.10258E+03  0.41223E+02 -0.64737E+02 -0.13782E+03 -0.11428E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.42614E+02  0.12786E+03  0.25277E+02   3353  0.00000E+00      0.000
     261.0000  0.10747E+00  0.16383E+00  0.10996E+00  0.16383E+00 -0.43659E+00 -0.98382E+02  0.44936E+02 -0.10247E+03  0.41387E+02 -0.65174E+02 -0.16168E+03 -0.13200E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41856E+02  0.12786E+03  0.25387E+02   3354  0.00000E+00      0.000
     262.0000  0.16378E+00  0.24967E+00  0.15949E+00  0.24967E+00 -0.30953E+00 -0.98218E+02  0.45186E+02 -0.10231E+03  0.41636E+02 -0.65483E+02 -0.20309E+03 -0.15301E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41219E+02  0.12786E+03  0.25546E+02   3355  0.00000E+00      0.000
     263.0000 -0.17618E+01  0.19546E+00 -0.17618E+01  0.19546E+00 -0.20897E+00 -0.99980E+02  0.45382E+02 -0.10407E+03  0.41832E+02 -0.65735E+02 -0.53974E+02 -0.64920E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42534E+02  0.12975E+03  0.25674E+02   3380  0.00000E+00      0.000
     264.0000 -0.13923E+01  0.87972E-01 -0.13923E+01  0.87972E-01 -0.17307E+00 -0.10137E+03  0.45470E+02 -0.10546E+03  0.41920E+02 -0.65915E+02 -0.51025E+02 -0.54368E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43658E+02  0.13120E+03  0.25732E+02   3402  0.00000E+00      0.000
     265.0000 -0.72982E+00  0.61255E-01 -0.72982E+00  0.61255E-01 -0.29911E+00 -0.10210E+03  0.45531E+02 -0.10619E+03  0.41981E+02 -0.66144E+02 -0.60440E+02 -0.60476E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.44097E+02  0.13197E+03  0.25772E+02   3424  0.00000E+00      0.000
     266.0000  0.87782E-01  0.13381E+00  0.87783E-01  0.13381E+00 -0.46631E+00 -0.10201E+03  0.45665E+02 -0.10611E+03  0.42115E+02 -0.66557E+02 -0.94754E+02 -0.83744E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43481E+02  0.13197E+03  0.25859E+02   3428  0.00000E+00      0.000
     267.0000 -0.89177E+00  0.22596E+00 -0.89177E+00  0.22596E+00 -0.48389E+00 -0.10291E+03  0.45891E+02 -0.10700E+03  0.42341E+02 -0.67045E+02 -0.64814E+02 -0.68514E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43658E+02  0.13301E+03  0.26007E+02   3450  0.00000E+00      0.000
     268.0000 -0.14172E+00  0.43106E-01 -0.14172E+00  0.43106E-01 -0.44582E+00 -0.10305E+03  0.45934E+02 -0.10714E+03  0.42384E+02 -0.67506E+02 -0.84954E+02 -0.80308E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43296E+02  0.13318E+03  0.26036E+02   3472  0.00000E+00      0.000
     269.0000 -0.29290E-01  0.46815E-01 -0.29289E-01  0.46815E-01 -0.41431E+00 -0.10308E+03  0.45981E+02 -0.10717E+03  0.42431E+02 -0.67936E+02 -0.98259E+02 -0.90753E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42849E+02  0.13324E+03  0.26066E+02   3494  0.00000E+00      0.000
     270.0000  0.13949E+00  0.21264E+00  0.13949E+00  0.21264E+00 -0.35867E+00 -0.10294E+03  0.46193E+02 -0.10703E+03  0.42643E+02 -0.68314E+02 -0.13461E+03 -0.11321E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.42160E+02  0.13324E+03  0.26204E+02   3497  0.00000E+00      0.000
     271.0000  0.16375E+00  0.24961E+00  0.16375E+00  0.24961E+00 -0.28955E+00 -0.10277E+03  0.46443E+02 -0.10687E+03  0.42893E+02 -0.68621E+02 -0.18094E+03 -0.14012E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41458E+02  0.13324E+03  0.26367E+02   3499  0.00000E+00      0.000
     272.0000  0.12434E+00  0.18954E+00  0.12434E+00  0.18954E+00 -0.22014E+00 -0.10265E+03  0.46632E+02 -0.10674E+03  0.43083E+02 -0.68858E+02 -0.21823E+03 -0.16355E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40877E+02  0.13324E+03  0.26492E+02   3501  0.00000E+00      0.000
     273.0000 -0.10593E+01  0.21441E+00 -0.10593E+01  0.21441E+00 -0.15689E+00 -0.10371E+03  0.46847E+02 -0.10780E+03  0.43297E+02 -0.69043E+02 -0.74988E+02 -0.91834E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.41537E+02  0.13444E+03  0.26633E+02   3524  0.00000E+00      0.000
end
